incident_date,city,state,description,plan,citatation
3/19/2015,tolland,ct,Worker struck and killed by dump truck while patching potholes.,unknown,unknown
3/18/2015,andalusia,al,Worker struck and killed by bulldozer blade.,unknown,unknown
3/18/2015,carrier,ok,Worker operating chipping machine struck and killed by falling limb.,unknown,unknown
3/17/2015,flint,mi,Worker killed when automotive rack overturned.  ,unknown,unknown
3/17/2015,binghamton,ny,Worker fatally crushed between an excavator and garage door.,unknown,unknown
3/17/2015,little rock,ar,Worker killed in fall from second story steel beam.,unknown,unknown
3/17/2015,abingdon,va,Worker killed in fall on wet floor.,unknown,unknown
3/17/2015,cartersville,ga,Worker killed after being caught in extruder machine. ,unknown,unknown
3/16/2015,casa grand,az,Worker was killed in farm tractor collision.,unknown,unknown
3/16/2015,counce,tn,Worker killed in fall from roof.,unknown,unknown
3/14/2015,fajardo,pr,Worker electrocuted while performing pole work.,unknown,unknown
3/13/2015,fairmont,wv,Worker killed in fall through skylight.,unknown,unknown
3/13/2015,anchorage,ak,Worker fatally crushed between moving vehicle and stationary object.,unknown,unknown
3/13/2015,forest city,nc,Worker killed after falling from and being run over by road scraping vehicle. ,unknown,unknown
3/12/2015,wilmington,de,Worker trimming trees killed in fall from ladder.,unknown,unknown
3/12/2015,lisbon,oh,Worker on roof electrocuted after contacting electrical lines. ,unknown,unknown
3/12/2015,medina,wa,Worker killed in fall from platform suspended below bridge.,unknown,unknown
3/12/2015,kansas city,mo,Worker killed in fall from scissor lift. ,unknown,unknown
3/11/2015,brent,al,Worker killed in explosion at mineral spirits facility.,unknown,unknown
3/11/2015,danville,ky,Worker killed in vehicle collision.,unknown,unknown
3/11/2015,cleveland,oh,Worker struck and killed by machine that fell off forklift.,unknown,unknown
3/11/2015,jewett,tx,Worker struck and killed by motor vehicle.,unknown,unknown
3/11/2015,marietta,ga,Worker struck and killed by falling tree.,unknown,unknown
3/11/2015,new orleans,la,Worker crushed by falling concrete form.,unknown,unknown
3/11/2015,springfield,tn,Worker killed in fall from from greenhouse roof. ,unknown,unknown
3/10/2015,alexander,ar,Worker killed in fall from bucket lift.,unknown,unknown
3/10/2015,toledo,oh,Three workers hospitalized after being exposed to carbon monoxide.,unknown,unknown
3/10/2015,grenada,ms,Worker died after falling and striking head on brick wall.,unknown,unknown
3/10/2015,midkiff,tx,Three workers killed in oil well explosion.,unknown,unknown
3/10/2015,merritt island,fl,Worker electrocuted while installing electrical line.,unknown,unknown
3/9/2015,ridgecrest,ca,Worker fatally crushed under wheels of cement truck.,unknown,unknown
3/9/2015,bakersfield,ca,Worker killed in vehicle collision.,unknown,unknown
3/6/2015,laporte,in,Worker fatally strangled when clothing became caught in power shaft.,unknown,unknown
3/6/2015,miami beach,fl,Three workers hospitalized after being overcome by carbon monoxide.,unknown,unknown
3/5/2015,midland,tx,Worker died after being overcome by paint fumes.,unknown,unknown
3/5/2015,brownsville,tx,Worker died after being caught in pin setting equipment.,unknown,unknown
3/4/2015,detroit,tx,Worker cleaning out grain bin fatally engulfed by soy beans.,unknown,unknown
3/4/2015,livingston,ca,Worker died after being pulled into seeder/spreader.,unknown,unknown
3/4/2015,tucson,az,Worker killed in fall from roof.,unknown,unknown
3/4/2015,phoenix,az,Worker killed in fall from ladder.,unknown,unknown
3/4/2015,waukesha,wi,Worker struck and killed by forklift.  ,unknown,unknown
3/3/2015,new york,ny,Worker cleaning window killed in fall.,unknown,unknown
3/3/2015,sharonville,oh,Worker operating skid steer loader killed after being pinned by the bucket brace bar. ,unknown,unknown
3/3/2015,clarksville,tn,Worker killed in fall from roof during building demolition.,unknown,unknown
3/3/2015,pleasant prairie,wi,Worker fatally crushed between aerial lift basket railing and sprinkler pipe.,unknown,unknown
3/2/2015,dfw airport,tx,Worker killed in fall through gap between jet and jet bridge. ,unknown,unknown
3/2/2015,campti,la,Worker killed when lanyard became caught in pump motor. ,unknown,unknown
2/28/2015,elk grove village,il,Three workers hospitalized when machine oven exploded.,unknown,unknown
2/28/2015,gladwin,mi,Three workers hosptalized after being trapped in home during fire suppression activities.,unknown,unknown
2/28/2015,akron,oh,Worker fatally crushed between fabricated metal structure and work bench.,unknown,unknown
2/28/2015,milwaukee,wi,Worker killed when clothing became caught in machine drill.,unknown,unknown
2/28/2015,henrico,va,Worker killed in fall from scissor lift.,unknown,unknown
2/27/2015,rochester,mn,Worker struck and killed by forklift.,unknown,unknown
2/26/2015,sarasota,fl,Worker fatally crushed by scissor lift.,unknown,unknown
2/26/2015,bonaire,ga,Worker fatally crushed by rebar that fell from truck.,unknown,unknown
2/25/2015,summerfield,fl,Worker on stilts hanging drywall killed in fall. ,unknown,unknown
2/25/2015,paoli,in,Worker fatally shot by coworker.,unknown,unknown
2/24/2015,blackshear,ga,Worker fatally crushed between poles in a kiln. ,unknown,unknown
2/24/2015,benton,ks,Worker killed in fall from manlift.,unknown,unknown
2/24/2015,brooklyn,ny,Worker fatally crushed by metal frame that fell off truck during unloading.,unknown,unknown
2/24/2015,fort bliss,tx,Worker welding on steel decking killed in fall. ,unknown,unknown
2/24/2015,stafford township,nj,Six workers hospitalized in a natural gas main explosion. ,unknown,unknown
2/23/2015,alcoa,tn,Worker fatally crushed  between cab frame and overhead crane. ,unknown,unknown
2/23/2015,memphis,tn,Worker died after slipping  on ice.,unknown,unknown
2/23/2015,el paso,tx,Worker killed when disabled truck rolled over.,unknown,unknown
2/23/2015,escalon,ca,Worker killed in vehicle collision with semi-truck.,unknown,unknown
2/23/2015,moorestown,nj,Worker fatally shot.,unknown,unknown
2/23/2015,marshall,mn,Worker killed in fall from scaffolding.,unknown,unknown
2/23/2015,tacoma,wa,Worker killed in fall on portable stairs. ,unknown,unknown
2/22/2015,canton,ma,Worker on snow-covered roof killed in fall through skylight.,unknown,unknown
2/21/2015,stafford,tx,Worker died after falling on showroom floor.,unknown,unknown
2/20/2015,madison,wi,Worker struck and killed by collapsed section of masonry wall.,unknown,unknown
2/20/2015,pomona,ca,Worker struck and killed by switchboard that fell from forklift.,unknown,unknown
2/20/2015,wytheville,va,Worker died from stress-induced asthma attack after being injured by extrusion machine.,unknown,unknown
2/20/2015,troy,al,Worker fatally burned by barrel fire being used to provide warmth.,unknown,unknown
2/20/2015,cheyenne,ok,Worker killed in tank explosion.,unknown,unknown
2/19/2015,bayou la batre,al,Worker killed in fall from top of boat.,unknown,unknown
2/19/2015,loudonville,oh,Worker fatally crushed between tow truck and car about to be towed.,unknown,unknown
2/18/2015,los angeles,ca,Worker killed in fall from roof.,unknown,unknown
2/18/2015,laurinburg,nc,Worker killed in fall from flatbed trailer.,unknown,unknown
2/18/2015,savannah,ga,Worker on roof killed in fall through skylight.,unknown,unknown
2/17/2015,jonestown,pa,Worker slipped and suffered fatal fall on ice.,unknown,unknown
2/17/2015,immokalee,fl,Worker on farm struck and killed by truck backing up in field.,unknown,unknown
2/17/2015,chattanooga,tn,Worker killed by auger after being pulled by machinery into empty chiller tank.,unknown,unknown
2/17/2015,north versailles,pa,Worker clearing power lines from tree killed in fall from bucket lift.,unknown,unknown
2/16/2015,marietta,ga,Worker fatally engulfed by gravel after falling into silo during cleaning operations.,unknown,unknown
2/16/2015,burlington,ok,Employee died after a front end loader equipped with forks backed up and struck him.  ,unknown,unknown
2/14/2015,hershey,ne,Worker fatally crushed frame of elevator leg tipped over and collapsed.,unknown,unknown
2/14/2015,wasco,ca,Worker drowned after becoming pinned under wheel of tractor in irrigation canal.,unknown,unknown
2/13/2015,san antonia,tx,Worker struck and killed by crane. ,unknown,unknown
2/13/2015,tampa,fl,Worker struck and killed by motor vehicle.,unknown,unknown
2/13/2015,joliet,il,Worker fatally crushed between two semi trailers.,unknown,unknown
2/13/2015,chunchula,al,"Worker struck and killed by motor vehicle. 
",unknown,unknown
2/13/2015,roland,ok,Worker electrocuted while changing out transformer.,unknown,unknown
2/12/2015,houston,tx,Worker fatally shot.,unknown,unknown
2/12/2015,cajon pass,ca,Worker struck and killed by construction vehicle.,unknown,unknown
2/12/2015,commerce city,co,Worker fatally crushed by falling load.,unknown,unknown
2/12/2015,carrollton,tx,Worker strucjk and killed by pipe.,unknown,unknown
2/12/2015,chesterfield,va,Worker killed in fall from ladder.,unknown,unknown
2/12/2015,cannon falls,mn,Worker killed in fall from ladder.,unknown,unknown
2/12/2015,dallas,tx,Worker struck and killed by piece of rebar. ,unknown,unknown
2/11/2015,beaumont,tx,Worker pinned and fatally crushed between boom and frame of outrigger.,unknown,unknown
2/11/2015,sturbridge,ma,Worker recovering disabled vehicle in breakdown lane struck and killed by truck.,unknown,unknown
2/11/2015,newport,pa,Worker killed in motor vehicle collision.   ,unknown,unknown
2/10/2015,toccoa,ga,Worker killed in fall from steel structure.,unknown,unknown
2/10/2015,roanoke,va,Worker killed in fall from roof.,unknown,unknown
2/9/2015,springfield,va,Worker electrocuted by highway exit ramp light post.,unknown,unknown
2/9/2015,loving,nm,Worker struck and killed by falling pipe.,unknown,unknown
2/9/2015,toledo,oh,Worker killed in motor vehicle collision.   ,unknown,unknown
2/9/2015,medford,ma,Worker struck and killed by plow.,unknown,unknown
2/8/2015,louisa,ky,Worker electrocuted when boom of oil well service rig contacted powerline.,unknown,unknown
2/6/2015,florence,ky,Worker struck and killed by motor vehicle that swerved into work zone.,unknown,unknown
2/6/2015,lowell,ma,Worker caught and fatally crushed between pick-up truck and  semi tractor trailer. ,unknown,unknown
2/6/2015,chicago,il,Worker died after sustaining acid burn from pipes.,unknown,unknown
2/6/2015,owens cross roads,al,Two workers killed in explosion at pyrotechnic plant.,unknown,unknown
2/5/2015,glen ridge,nj,Worker electrocuted after contacting energized utility pole wire.,unknown,unknown
2/5/2015,fulton,ky,Worker fatally crushed between vehicle and building.,unknown,unknown
2/5/2015,san bernadino,ca,Worker struck and killed by pipe.,unknown,unknown
2/4/2015,dallas,tx,Worker cutting telephone lines killed in fall from ladder placed on bed of pick-up truck.,unknown,unknown
2/4/2015,denver,co,Three workers hospitalized after being overcome by CO gas.,unknown,unknown
2/4/2015,southaven,ms,Worker getting out of truck struck and killed when it rolled backwards.,unknown,unknown
2/3/2015,watsonville,ca,Worker killed in fall from scaffolding.,unknown,unknown
2/3/2015,hillsboro,tx,Worker fatallly crushed underneath trailer while repairing brakes.,unknown,unknown
2/3/2015,belleville,nj,Worker struck and killed by dumpster being emptied into garbage truck. ,unknown,unknown
2/3/2015,texarkana,tx,Employee died after being crushed between the backhoe boom and the tractor. ,unknown,unknown
2/3/2015,chattanooga,tn,Worker killed after becoming caught in machine.,unknown,unknown
2/2/2015,carol stream,il,Worker struck and killed by water tank when it ruptured.,unknown,unknown
2/2/2015,kaukauna,wi,Worker killed in fall from ladder.  ,unknown,unknown
2/2/2015,xenia,oh,Worker fatally crushed between car and wall.,unknown,unknown
2/1/2015,milwaukee,wi,Worker struck and killed by roller that disengaged from hide fleshing machine.,unknown,unknown
2/1/2015,pueblo,co,Worker struck and killed wheel of trailer.,unknown,unknown
1/31/2015,los angeles,ca,Worker struck and killed by trailer.,unknown,unknown
1/30/2015,wilmington,il,Worker erecting aerial lift fatally crushed between frame and ceiling joist.,unknown,unknown
1/30/2015,elkhart,in,Worker struck and killed by steel tubes.,unknown,unknown
1/30/2015,chicago,il,Worker erecting tower crane fatally crushed by frame.,unknown,unknown
1/30/2015,silverton,co,Worker killed in fall from mountain while ice climbing.,unknown,unknown
1/30/2015,artesia,nm,Worker killed when arm was caught in pump truck.,unknown,unknown
1/29/2015,montgomery,tx,Worker killed in fall from roof dormer.,unknown,unknown
1/29/2015,saltillo,ms,Worker killed after falling onto conveyor. ,unknown,unknown
1/29/2015,drive broomfield,co,Worker killed in fall from roof. ,unknown,unknown
1/28/2015,portsmouth,va,Worker killed in vehicle collison.,unknown,unknown
1/28/2015,midland,tx,Worker killed in fall from scissor lift knocked over by collapsing wall.,unknown,unknown
1/28/2015,aberdeen,md,Warehouse worker on order picker killed in fall.,unknown,unknown
1/27/2015,monterey park,ca,Worker performing crossing guard duties fatally struck by car.,unknown,unknown
1/27/2015,nora,va,Worker killed when vehicle ran down embankment.,unknown,unknown
1/27/2015,jonesville,la,Worker struck and killed by wrench.,unknown,unknown
1/26/2015,idaho falls,id,Worker fatally crushed by van that slipped off jack. ,unknown,unknown
1/26/2015,westlake,la,Worker killed by fuel tank that fell from forklift.,unknown,unknown
1/26/2015,stanley,nd,Worker struck and killed by hopper that fell from forklift.,unknown,unknown
1/23/2015,berlin,ma,Employee fatally crushed by skid steer bucket.,unknown,unknown
1/23/2015,dudley,ga,Worker fatally cruashed inside banding machine.,unknown,unknown
1/23/2015,kewanee,il,Employee killed when an elevated trailer fell on him.,unknown,unknown
1/23/2015,bakersfield,ca,Worker performing landscaping activities died from exposure to weed killer.,unknown,unknown
1/23/2015,ticonderoga,ny,Worker killed in fly ash fire.,unknown,unknown
1/23/2015,middletown,ct,Worker fatally crushed by steel plates being unloadded from  flat bed trailer. ,unknown,unknown
1/22/2015,hilmar,ca,Bus driver killed in vehicle collision.,unknown,unknown
1/21/2015,independence,mo,Worker killed in fall from scissor lift.  ,unknown,unknown
1/21/2015,lodi,nj,Worker fatally crushed when electrical cabinet fell over.,unknown,unknown
1/21/2015,philadelphia,pa,Worker performing framing operations killed in fall.,unknown,unknown
1/21/2015,chicago,il,Worker struck and killed by flat bed trailer.,unknown,unknown
1/21/2015,toms river,nj,Worker killed in motor vehicle collision.,unknown,unknown
1/21/2015,newington,ct,Worker killed in fall from ladder after receiving electric shock.,unknown,unknown
1/21/2015,dahlonega,ga,Worker killed in fall from tree.,unknown,unknown
1/21/2015,new york,ny,Worker killed in fall down unguarded elevator shaft.,unknown,unknown
1/20/2015,spring hill,fl,Worker killed after being pulled into mulching machine.,unknown,unknown
1/20/2015,pensacola,fl,Worker struck and killed by rim of crane tire.,unknown,unknown
1/20/2015,dallas,tx,Worker struck and killed by truck backing up.,unknown,unknown
1/20/2015,birmingham,al,Worker struck and killed by car in highway construction zone.,unknown,unknown
1/19/2015,cincinnati,oh,Worker performing bridge demolition fatally crushed by falling ramp.,unknown,unknown
1/19/2015,hialeah,fl,Worker killed in fall from scissor lift platform.,unknown,unknown
1/19/2015,springfield,mo,Worker struck and killed by bushing ejected from hydraulic press.,unknown,unknown
1/19/2015,midland,tx,Worker fatally engulfed by cotton seeds in back of truck.,unknown,unknown
1/19/2015,san marcos,tx,Worker struck and killed by vehicle.,unknown,unknown
1/17/2015,cincinnati,oh,Worker killed in fall in parking lot.,unknown,unknown
1/17/2015,san marcos,ca,Two workers struck and killed by motor vehicle.,unknown,unknown
1/16/2015,jarrettsville,md,Worker struck and killed by jersey barrier.,unknown,unknown
1/16/2015,baton rouge,la,Worker killed in fall.,unknown,unknown
1/15/2015,owensboro,ky,Worker killed in motor vehicle collision.,unknown,unknown
1/15/2015,dickinson,nd,Worker died from atmospheric exposure to tank battery. ,unknown,unknown
1/15/2015,augusta,ga,Worker killed in fall from scissor lift that was struck by crane.,unknown,unknown
1/14/2015,naples,fl,Worker killed in fall through second floor opening. ,unknown,unknown
1/14/2015,st. louis,mo,Worker fatally shot during attempted robbery. ,unknown,unknown
1/14/2015,reno,nv,Worker struck and killed by dump truck backing up.,unknown,unknown
1/14/2015,glendale,az,Worker killed in fall from canopy truss.,unknown,unknown
1/13/2015,raleigh,nc,Worker fatally crushed by personal man lift that fell over while being erected.,unknown,unknown
1/13/2015,waukesha,wi,Worker fatally shot during robbery. ,unknown,unknown
1/12/2015,corpus christi,tx,Worker killed in fall from height.,unknown,unknown
1/12/2015,tate,ga,Worker fatally crushed by marble slab that fell during loading.,unknown,unknown
1/12/2015,redmond,wa,Worker died after falling from ladder onto electrical junction box.,unknown,unknown
1/12/2015,phoenix,az,Worker caught and killed by spinning steel rebar.,unknown,unknown
1/12/2015,edwardsville,il,Worker struck and killed by falling crane boom.,unknown,unknown
1/12/2015,idaho falls,id,Worker fatally crushed when truck fell off of jack stand.,unknown,unknown
1/11/2015,crystal lake,il,Workker killed in fall from scaffold.,unknown,unknown
1/10/2015,monroe,nc,Worker fatally engulfed in grain storage bin.,unknown,unknown
1/10/2015,oakville,wa,Worker fatally crushed between logs.,unknown,unknown
1/10/2015,los angeles,ca,Worker died after slipping and striking head.,unknown,unknown
1/10/2015,mill valley,ca,Worker struck and killed by object.,unknown,unknown
1/10/2015,moundsville,wv,Worker fatally crushed when idling construction vehicle rolled down slope.,unknown,unknown
1/10/2015,evans,ga,Worker fatally crushed by fracking storage tank that fell from trailer.,unknown,unknown
1/9/2015,sacarmento,ca,Worker fatally shot during attempted robbery.,unknown,unknown
1/9/2015,new york,ny,Worker fatally crushed between basement and elevator.,unknown,unknown
1/9/2015,shawnee,ks,Gun store owner shot and killed during attempted robbery. ,unknown,unknown
1/9/2015,toms river,nj,Worker killed after being caught in power transmission shaft of concrete crusher.,unknown,unknown
1/8/2015,buffalo,wy,Worker killed in fall from well service rig derrick.,unknown,unknown
1/8/2015,creston,ia,Worker struck and killed when pressurized air line exploded.,unknown,unknown
1/8/2015,bakersfield,ca,Worker fatally crushed between forklift and trailer.,unknown,unknown
1/8/2015,hills,mi,Six workers hospitalized and one killed when sand hopper caught fire.,unknown,unknown
1/8/2015,tracy,ca,Worker struck and killed by metal screen.,unknown,unknown
1/8/2015,miami,fl,Worker struck and killed by pallet that fell from forklift.,unknown,unknown
1/7/2015,pueblo,co,Worker killed in fall from scissor lift.,unknown,unknown
1/7/2015,bristol,pa,Worker fatally engulfed in dry cement when steel storage silo collapsed.,unknown,unknown
1/7/2015,purcell,ok,Worker on construction site killed in fall from ladder.,unknown,unknown
1/6/2015,phoenix,az,Worker killed in fall from scissor lift.,unknown,unknown
1/6/2015,bel air,md,Worker struck and killed by fire apparatus.,unknown,unknown
1/6/2015,arcata,ca,Worker electrocuted when boom contacted high voltage line.,unknown,unknown
1/6/2015,bronx,ny,Worker died after being caught in rotating drive shaft of concrete pump truck.,unknown,unknown
1/6/2015,el paso,tx,Doctor fatally shot while working at medical facility. ,unknown,unknown
1/6/2015,springfield,tn,Worker killed when forklift tipped over.,unknown,unknown
1/6/2015,humble,tx,Worker struck and killed by falling utility pole.,unknown,unknown
1/5/2015,owensboro,ky,Worker struck and killed by cage door that fell from semi-truck.,unknown,unknown
1/5/2015,houston,tx,Worker killed in fall from roof.,unknown,unknown
1/4/2015,orange city,fl,Worker killed in fall from skateboard.,unknown,unknown
1/4/2015,friona,tx,Worker fatally engulfed in grain storage bin.,unknown,unknown
1/3/2015,renton,wa,Worker struck and killed by motor vehicle.,unknown,unknown
1/3/2015,mesa,az,Worker killed in fall from ladder.,unknown,unknown
1/3/2015,mansfield,oh,Worker struck and killed by motor vehicle. ,unknown,unknown
1/2/2015,paulsboro,nj,Worker struck and killed by pipe.,unknown,unknown
1/2/2015,surprise,az,Worker killed when farm tractor rolled over into pond.,unknown,unknown
1/1/2015,daytona beach,fl,Worker died from carbon monoxide asphyxiation after falling into pump well.,unknown,unknown
12/31/2014,uniontown,al,Worker fatally crushed by bulldozer.,unknown,unknown
12/31/2014,port jefferson,ny,Worker installing sheetrock killed in fall from elevated platform.,unknown,unknown
12/31/2014,thermal,ca,Worker fatally crushed between semi-truck and loading dock.,unknown,unknown
12/31/2014,cave city,ar,Worker killed in fall from roof.,unknown,unknown
12/30/2014,avalon,ca,Worker drowned while responding to distressed boat caught in storm.,unknown,unknown
12/30/2014,cliffside park,nj,Worker struck and killed by motor vehicle.,unknown,unknown
12/30/2014,bakersfield,ca,Worker electrocuted by energized truck.,unknown,unknown
12/30/2014,kansas city,mo,Worker fatally crushed by falling rail.,unknown,unknown
12/30/2014,chicago,il,Worker killed in fall from scaffold.,unknown,unknown
12/30/2014,duluth,mn,Worker killed in fall down steps.,unknown,unknown
12/30/2014,sedro woolley,wa,Worker struck and killed by log truck rolling down hill.,unknown,unknown
12/30/2014,midlothian,il,Worker fatally crushed by falling wall while fighting fire.,unknown,unknown
12/29/2014,wenatchee,wa,Worker fatally crushed by hydraulic destacker mechanism.,unknown,unknown
12/28/2014,roanoke,va,Worker struck and killed by collapsing storage rack.,unknown,unknown
12/28/2014,palm beach,fl,Worker struck and killed by motorcycle at racing event.,unknown,unknown
12/27/2014,raymondville,mo,Worker struck and killed by falling tree.,unknown,unknown
12/26/2014,wilmington,de,Worker struck and killed by bulldozer.,unknown,unknown
12/26/2014,branson,mo,Worker killed in fall from golf truck.,unknown,unknown
12/26/2014,new york,ny,Worker killed in fall from scaffold.,unknown,unknown
12/26/2014,las vegas,nv,Worker fatally shot during armed robbery.,unknown,unknown
12/24/2014,chilhowie,va,Worker killed in fall from ladder.,unknown,unknown
12/23/2014,garden city,tx,Worker fatally crushed between iron roughneck and pipe. ,unknown,unknown
12/23/2014,spring green,wi,Worker struck and killed by falling tree.,unknown,unknown
12/23/2014,stockton,ca,Worker struck and killed by motor vehicle.,unknown,unknown
12/22/2014,middle river,md,Worker killed in fall from rafter.,unknown,unknown
12/20/2014,san diego,ca,Worker killed in fall down stairs.,unknown,unknown
12/20/2014,morrisonville,wi,Worker died after being caught in rotating motor shaft. ,unknown,unknown
12/19/2014,coalgate,ok,Two workers killed in drilling rig flash fire.,unknown,unknown
12/19/2014,lubbock,tx,Worker killed in fall from truck flat bed.,unknown,unknown
12/19/2014,carrizon springs,tx,Worker struck and killed by pressurized pipeline enclosure door.,unknown,unknown
12/19/2014,camden,ar,Worker fataly shot while in route to make a deposit.,unknown,unknown
12/18/2014,emerson,nj,Worker struck and killed by bucket attached to backhoe.,unknown,unknown
12/18/2014,greeneville,tn,Worker killed in fall from cell tower.,unknown,unknown
12/18/2014,edina,mn,Worker killed in fall from stock room ladder.,unknown,unknown
12/18/2014,berea,ky,Worker killed in fall from ladder.,unknown,unknown
12/18/2014,galveston,tx,Worker killed in fall from ladder.,unknown,unknown
12/17/2014,macedonia,oh,Worker killed after being crushed by a die.,unknown,unknown
12/17/2014,notus,id,Worker fatally shot during robbery,unknown,unknown
12/17/2014,fargo,nd,Eighteen workers hospitalized for carbon monoxide exposure.,unknown,unknown
12/17/2014,edgewater,md,Worker killed in fall through skylight.,unknown,unknown
12/17/2014,mesa,az,Worker struck and killed by box truck.,unknown,unknown
12/17/2014,midway,fl,Worker fatally crushed beneath recycling truck during servicing.,unknown,unknown
12/16/2014,mira loma,ca,Worker killed in fall from ladder.,unknown,unknown
12/16/2014,paradise,ut,Worker fatally shot by hunting club customer.,unknown,unknown
12/16/2014,columbia,la,Worker in construction zone died after being struck and killed by vehicle.,unknown,unknown
12/16/2014,new york,ny,Worker refinishing bathtub died from exposure to Methylene Chloride.,unknown,unknown
12/15/2014,tahuya,wa,Worker struck and killed by falling tree top.,unknown,unknown
12/15/2014,manning,nd,Worker fatally crushed between semi trailer and water tank.,unknown,unknown
12/15/2014,gibbon,ne,Employee fatally shot by former coworker.,unknown,unknown
12/15/2014,huntington,wv,Worker struck and killed by rolling truck.,unknown,unknown
12/15/2014,laceyville,pa,Worker electrocuted while installing telecommunication lines. ,unknown,unknown
12/12/2014,zelienople,pa,Worker fatally injured while operating aerial lift. ,unknown,unknown
12/12/2014,los angeles,ca,Worker died after falling into rooftop air conditioning unit.,unknown,unknown
12/12/2014,tacoma,wa,Worker killed after becoming entangled in drive roller shaft. ,unknown,unknown
12/11/2014,missouri city,tx,Worker killed in propane explosion.,unknown,unknown
12/11/2014,silverdale,wa,Patrolman drowned while attempting to dock boat at service pier.,unknown,unknown
12/11/2014,spencer,ma,Worker killed in fall from auto transport carrier. ,unknown,unknown
12/11/2014,goliad,tx,Worker struck and killed by pry bar.,unknown,unknown
12/11/2014,dallas,tx,Three workers asphyxiated from smoke in underground tank.,unknown,unknown
12/11/2014,valdosta,ga,Worker struck and killed by forklift.,unknown,unknown
12/10/2014,waipahu,hi,Two workers struck and killed by five-ton buoy that fell from crane.,unknown,unknown
12/10/2014,sparks,nv,Worker killed after getting caught in lathe machine.,unknown,unknown
12/10/2014,seminole,tx,Worker struck and killed by 18-wheeler.,unknown,unknown
12/10/2014,chicago,il,Worker shot and killed in a shooting.,unknown,unknown
12/10/2014,shelley,id,Worker killed when vehicle was struck by train.,unknown,unknown
12/9/2014,san angelo,tx,Worker killed in collision with semi-truck. ,unknown,unknown
12/9/2014,indianapolis,in,Worker struck and killed by tree limb.,unknown,unknown
12/9/2014,hiltons,va,Worker struck and killed by uprooted tree. ,unknown,unknown
12/9/2014,williston,nd,Worker killed in fall from ladder.,unknown,unknown
12/8/2014,henderson,nv,Worker struck and killed by part from plastic injection machine.,unknown,unknown
12/8/2014,vale,nc,Worker killed in fall from roof.,unknown,unknown
12/6/2014,houston,tx,Worker transferring powerlines electrocuted by energized parts.,unknown,unknown
12/6/2014,new york,ny,Worker killed in fall from extension ladder.,unknown,unknown
12/6/2014,jacksonville,fl,Worker on roof killed in fall through skylight.,unknown,unknown
12/6/2014,lubbock,tx,Worker killed in fall from roof.,unknown,unknown
12/5/2014,norlina,nc,Worker struck and killed by vehicle. ,unknown,unknown
12/5/2014,san mateo,ca,Worker killed in fall from ladder.,unknown,unknown
12/4/2014,san bernadino,ca,Worker fatally crushed by vehicle.,unknown,unknown
12/3/2014,pottstown,pa,Highway construction worker struck and killed by vehicle.,unknown,unknown
12/3/2014,stillwater,ok,Worker struck and killed by heavy equipment that fell from trailer during loading.,unknown,unknown
12/2/2014,minot,nd,Worker fatally crushed between mobile crane and trailing boom dolly.,unknown,unknown
12/2/2014,bloomfield,mo, Worker killed by engulfment in grain storage bin.,unknown,unknown
12/2/2014,statesville,nc,Worker struck and killed by falling tree limb.,unknown,unknown
12/1/2014,seagraves,tx,Worker killed in fall from height.,unknown,unknown
12/1/2014,fernwood,ms,Worker on roof killed in fall through skylight.,unknown,unknown
12/1/2014,lithicum,md,Worker killed when clothing caught on auger.,unknown,unknown
12/1/2014,fountain city,wi,Restaurant worker killed after being caught and pulled into opening of dumb waiter shaft. ,unknown,unknown
12/1/2014,brownsville,tx,Worker killed in fall from crane boom.,unknown,unknown
12/1/2014,mankato,mn,Worker under truck removing jacks fataly crushed by vehicle.,unknown,unknown
12/1/2014,cle elum,wa,Worker killed when thrown from vehicle that slid on ice.,unknown,unknown
11/29/2014,salt lake city,ut,Worker killed after becoming caught in shaft of core drilling machine. ,unknown,unknown
11/29/2014,bossier city,la,Worker killed in vehicle collision.,unknown,unknown
11/29/2014,brookline,mo,Worker killed in tractor trailer rollover.,unknown,unknown
11/28/2014,staten island,ny,Worker crushed in structural collapse during demolition.,unknown,unknown
11/28/2014,ocean isle,nc,Worker drowned in golf course water feature.,unknown,unknown
11/28/2014,alma,wv,Worker struck and killed by end loader.,unknown,unknown
11/28/2014,peabody,ma,Worker struck and killed by front-end loader. ,unknown,unknown
11/27/2014,belle glade,fl,Worker drowned when tractor rolled in canal.  ,unknown,unknown
11/26/2014,west alton,mo,Worker killed in fall from stairs.,unknown,unknown
11/26/2014,memphis,tn,Three workers hospitalized following explosion of gas main.   ,unknown,unknown
11/26/2014,delafield,wi,Worker killed in fall from roof of van. ,unknown,unknown
11/26/2014,fort leonard,mo,Worker struck and killed by motor vehicle.,unknown,unknown
11/25/2014,jamaica plain,ma,Worker killed in fall from porch.,unknown,unknown
11/25/2014,wilson,ar,Worker fatally crushed by cotton gin.,unknown,unknown
11/25/2014,frederick,md,Worker killed in trench collapse.,unknown,unknown
11/25/2014,burgess,va,Worker killed in fall on boat. ,unknown,unknown
11/25/2014,simi valley,ca,Worker electrocuted when pole trimmer contacted power line.,unknown,unknown
11/24/2014,carteret,nj,Worker struck and killed by truck.,unknown,unknown
11/24/2014,forks,wa,Worker struck and killed by log.,unknown,unknown
11/24/2014,chicago,il,Worker struck and killed by rack.,unknown,unknown
11/24/2014,troy,nh,Company owner fatally crushed under front end loader during snow removal preparations.,unknown,unknown
